,Date,ISO_CountryID,Country/Region,ISO_CountryName,Province/State,Last Update,Confirmed,Deaths,Recovered,ISO_2,ISO_3
0,01-22-2020,156,Mainland China,China,Anhui,1/22/2020 17:00,1.0,,,CN,CHN
1,01-22-2020,156,Mainland China,China,Beijing,1/22/2020 17:00,14.0,,,CN,CHN
2,01-22-2020,156,Mainland China,China,Chongqing,1/22/2020 17:00,6.0,,,CN,CHN
3,01-22-2020,156,Mainland China,China,Fujian,1/22/2020 17:00,1.0,,,CN,CHN
4,01-22-2020,156,Mainland China,China,Gansu,1/22/2020 17:00,,,,CN,CHN
5,01-22-2020,156,Mainland China,China,Guangdong,1/22/2020 17:00,26.0,,,CN,CHN
6,01-22-2020,156,Mainland China,China,Guangxi,1/22/2020 17:00,2.0,,,CN,CHN
7,01-22-2020,156,Mainland China,China,Guizhou,1/22/2020 17:00,1.0,,,CN,CHN
8,01-22-2020,156,Mainland China,China,Hainan,1/22/2020 17:00,4.0,,,CN,CHN
9,01-22-2020,156,Mainland China,China,Hebei,1/22/2020 17:00,1.0,,,CN,CHN
10,01-22-2020,156,Mainland China,China,Heilongjiang,1/22/2020 17:00,,,,CN,CHN
11,01-22-2020,156,Mainland China,China,Henan,1/22/2020 17:00,5.0,,,CN,CHN
12,01-22-2020,156,Mainland China,China,Hubei,1/22/2020 17:00,444.0,17.0,28.0,CN,CHN
13,01-22-2020,156,Mainland China,China,Hunan,1/22/2020 17:00,4.0,,,CN,CHN
14,01-22-2020,156,Mainland China,China,Inner Mongolia,1/22/2020 17:00,,,,CN,CHN
15,01-22-2020,156,Mainland China,China,Jiangsu,1/22/2020 17:00,1.0,,,CN,CHN
16,01-22-2020,156,Mainland China,China,Jiangxi,1/22/2020 17:00,2.0,,,CN,CHN
17,01-22-2020,156,Mainland China,China,Jilin,1/22/2020 17:00,,,,CN,CHN
18,01-22-2020,156,Mainland China,China,Liaoning,1/22/2020 17:00,2.0,,,CN,CHN
19,01-22-2020,156,Mainland China,China,Ningxia,1/22/2020 17:00,1.0,,,CN,CHN
20,01-22-2020,156,Mainland China,China,Qinghai,1/22/2020 17:00,,,,CN,CHN
21,01-22-2020,156,Mainland China,China,Shaanxi,1/22/2020 17:00,,,,CN,CHN
22,01-22-2020,156,Mainland China,China,Shandong,1/22/2020 17:00,2.0,,,CN,CHN
23,01-22-2020,156,Mainland China,China,Shanghai,1/22/2020 17:00,9.0,,,CN,CHN
24,01-22-2020,156,Mainland China,China,Shanxi,1/22/2020 17:00,1.0,,,CN,CHN
25,01-22-2020,156,Mainland China,China,Sichuan,1/22/2020 17:00,5.0,,,CN,CHN
26,01-22-2020,156,Mainland China,China,Tianjin,1/22/2020 17:00,4.0,,,CN,CHN
27,01-22-2020,156,Mainland China,China,Tibet,1/22/2020 17:00,,,,CN,CHN
28,01-22-2020,156,Mainland China,China,Xinjiang,1/22/2020 17:00,,,,CN,CHN
29,01-22-2020,156,Mainland China,China,Yunnan,1/22/2020 17:00,1.0,,,CN,CHN
30,01-22-2020,156,Mainland China,China,Zhejiang,1/22/2020 17:00,10.0,,,CN,CHN
31,01-23-2020,156,Mainland China,China,Anhui,1/23/20 17:00,9.0,,,CN,CHN
32,01-23-2020,156,Mainland China,China,Beijing,1/23/20 17:00,22.0,,,CN,CHN
33,01-23-2020,156,Mainland China,China,Chongqing,1/23/20 17:00,9.0,,,CN,CHN
34,01-23-2020,156,Mainland China,China,Fujian,1/23/20 17:00,5.0,,,CN,CHN
35,01-23-2020,156,Mainland China,China,Gansu,1/23/20 17:00,2.0,,,CN,CHN
36,01-23-2020,156,Mainland China,China,Guangdong,1/23/20 17:00,32.0,,2.0,CN,CHN
37,01-23-2020,156,Mainland China,China,Guangxi,1/23/20 17:00,5.0,,,CN,CHN
38,01-23-2020,156,Mainland China,China,Guizhou,1/23/20 17:00,3.0,,,CN,CHN
39,01-23-2020,156,Mainland China,China,Hainan,1/23/20 17:00,5.0,,,CN,CHN
40,01-23-2020,156,Mainland China,China,Hebei,1/23/20 17:00,1.0,1.0,,CN,CHN
41,01-23-2020,156,Mainland China,China,Heilongjiang,1/23/20 17:00,2.0,,,CN,CHN
42,01-23-2020,156,Mainland China,China,Henan,1/23/20 17:00,5.0,,,CN,CHN
43,01-23-2020,156,Mainland China,China,Hubei,1/23/20 17:00,444.0,17.0,28.0,CN,CHN
44,01-23-2020,156,Mainland China,China,Hunan,1/23/20 17:00,9.0,,,CN,CHN
45,01-23-2020,156,Mainland China,China,Inner Mongolia,1/23/20 17:00,,,,CN,CHN
46,01-23-2020,156,Mainland China,China,Jiangsu,1/23/20 17:00,5.0,,,CN,CHN
47,01-23-2020,156,Mainland China,China,Jiangxi,1/23/20 17:00,7.0,,,CN,CHN
48,01-23-2020,156,Mainland China,China,Jilin,1/23/20 17:00,1.0,,,CN,CHN
49,01-23-2020,156,Mainland China,China,Liaoning,1/23/20 17:00,3.0,,,CN,CHN
50,01-23-2020,156,Mainland China,China,Ningxia,1/23/20 17:00,1.0,,,CN,CHN
51,01-23-2020,156,Mainland China,China,Qinghai,1/23/20 17:00,,,,CN,CHN
52,01-23-2020,156,Mainland China,China,Shaanxi,1/23/20 17:00,3.0,,,CN,CHN
53,01-23-2020,156,Mainland China,China,Shandong,1/23/20 17:00,6.0,,,CN,CHN
54,01-23-2020,156,Mainland China,China,Shanghai,1/23/20 17:00,16.0,,,CN,CHN
55,01-23-2020,156,Mainland China,China,Shanxi,1/23/20 17:00,1.0,,,CN,CHN
56,01-23-2020,156,Mainland China,China,Sichuan,1/23/20 17:00,8.0,,,CN,CHN
57,01-23-2020,156,Mainland China,China,Tianjin,1/23/20 17:00,4.0,,,CN,CHN
58,01-23-2020,156,Mainland China,China,Tibet,1/23/20 17:00,,,,CN,CHN
59,01-23-2020,156,Mainland China,China,Xinjiang,1/23/20 17:00,2.0,,,CN,CHN
60,01-23-2020,156,Mainland China,China,Yunnan,1/23/20 17:00,2.0,,,CN,CHN
61,01-23-2020,156,Mainland China,China,Zhejiang,1/23/20 17:00,27.0,,,CN,CHN
62,01-24-2020,156,Mainland China,China,Hubei,1/24/20 17:00,549.0,24.0,31.0,CN,CHN
63,01-24-2020,156,Mainland China,China,Guangdong,1/24/20 17:00,53.0,,2.0,CN,CHN
64,01-24-2020,156,Mainland China,China,Zhejiang,1/24/20 17:00,43.0,,1.0,CN,CHN
65,01-24-2020,156,Mainland China,China,Beijing,1/24/20 17:00,36.0,,1.0,CN,CHN
66,01-24-2020,156,Mainland China,China,Chongqing,1/24/20 17:00,27.0,,,CN,CHN
67,01-24-2020,156,Mainland China,China,Hunan,1/24/20 17:00,24.0,,,CN,CHN
68,01-24-2020,156,Mainland China,China,Guangxi,1/24/20 17:00,23.0,,,CN,CHN
69,01-24-2020,156,Mainland China,China,Shanghai,1/24/20 17:00,20.0,,1.0,CN,CHN
70,01-24-2020,156,Mainland China,China,Jiangxi,1/24/20 17:00,18.0,,,CN,CHN
71,01-24-2020,156,Mainland China,China,Sichuan,1/24/20 17:00,15.0,,,CN,CHN
72,01-24-2020,156,Mainland China,China,Shandong,1/24/20 17:00,15.0,,,CN,CHN
73,01-24-2020,156,Mainland China,China,Anhui,1/24/20 17:00,15.0,,,CN,CHN
74,01-24-2020,156,Mainland China,China,Fujian,1/24/20 17:00,10.0,,,CN,CHN
75,01-24-2020,156,Mainland China,China,Henan,1/24/20 17:00,9.0,,,CN,CHN
76,01-24-2020,156,Mainland China,China,Jiangsu,1/24/20 17:00,9.0,,,CN,CHN
77,01-24-2020,156,Mainland China,China,Hainan,1/24/20 17:00,8.0,,,CN,CHN
78,01-24-2020,156,Mainland China,China,Tianjin,1/24/20 17:00,8.0,,,CN,CHN
79,01-24-2020,156,Mainland China,China,Yunnan,1/24/20 17:00,5.0,,,CN,CHN
80,01-24-2020,156,Mainland China,China,Shaanxi,1/24/20 17:00,5.0,,,CN,CHN
81,01-24-2020,156,Mainland China,China,Heilongjiang,1/24/20 17:00,4.0,1.0,,CN,CHN
82,01-24-2020,156,Mainland China,China,Liaoning,1/24/20 17:00,4.0,,,CN,CHN
83,01-24-2020,156,Mainland China,China,Guizhou,1/24/20 17:00,3.0,,,CN,CHN
84,01-24-2020,156,Mainland China,China,Jilin,1/24/20 17:00,3.0,,,CN,CHN
85,01-24-2020,156,Mainland China,China,Ningxia,1/24/20 17:00,2.0,,,CN,CHN
86,01-24-2020,156,Mainland China,China,Hebei,1/24/20 17:00,2.0,1.0,,CN,CHN
87,01-24-2020,156,Mainland China,China,Gansu,1/24/20 17:00,2.0,,,CN,CHN
88,01-24-2020,156,Mainland China,China,Xinjiang,1/24/20 17:00,2.0,,,CN,CHN
89,01-24-2020,156,Mainland China,China,Shanxi,1/24/20 17:00,1.0,,,CN,CHN
90,01-24-2020,156,Mainland China,China,Inner Mongolia,1/24/20 17:00,1.0,,,CN,CHN
91,01-24-2020,156,Mainland China,China,Qinghai,1/24/20 17:00,,,,CN,CHN
92,01-25-2020,156,Mainland China,China,Hubei,1/25/20 17:00,761.0,40.0,32.0,CN,CHN
93,01-25-2020,156,Mainland China,China,Guangdong,1/25/20 17:00,78.0,,2.0,CN,CHN
94,01-25-2020,156,Mainland China,China,Zhejiang,1/25/20 17:00,62.0,,1.0,CN,CHN
95,01-25-2020,156,Mainland China,China,Chongqing,1/25/20 17:00,57.0,,,CN,CHN
96,01-25-2020,156,Mainland China,China,Hunan,1/25/20 17:00,43.0,,,CN,CHN
97,01-25-2020,156,Mainland China,China,Beijing,1/25/20 17:00,41.0,,2.0,CN,CHN
98,01-25-2020,156,Mainland China,China,Anhui,1/25/20 17:00,39.0,,,CN,CHN
99,01-25-2020,156,Mainland China,China,Shanghai,1/25/20 17:00,33.0,,1.0,CN,CHN
100,01-25-2020,156,Mainland China,China,Henan,1/25/20 17:00,32.0,,,CN,CHN
101,01-25-2020,156,Mainland China,China,Sichuan,1/25/20 17:00,28.0,,,CN,CHN
102,01-25-2020,156,Mainland China,China,Shandong,1/25/20 17:00,27.0,,,CN,CHN
103,01-25-2020,156,Mainland China,China,Guangxi,1/25/20 17:00,23.0,,,CN,CHN
104,01-25-2020,156,Mainland China,China,Hainan,1/25/20 17:00,19.0,,,CN,CHN
105,01-25-2020,156,Mainland China,China,Jiangxi,1/25/20 17:00,18.0,,,CN,CHN
106,01-25-2020,156,Mainland China,China,Fujian,1/25/20 17:00,18.0,,,CN,CHN
107,01-25-2020,156,Mainland China,China,Jiangsu,1/25/20 17:00,18.0,,1.0,CN,CHN
108,01-25-2020,156,Mainland China,China,Liaoning,1/25/20 17:00,17.0,,,CN,CHN
109,01-25-2020,156,Mainland China,China,Shaanxi,1/25/20 17:00,15.0,,,CN,CHN
110,01-25-2020,156,Mainland China,China,Yunnan,1/25/20 17:00,11.0,,,CN,CHN
111,01-25-2020,156,Mainland China,China,Tianjin,1/25/20 17:00,10.0,,,CN,CHN
112,01-25-2020,156,Mainland China,China,Heilongjiang,1/25/20 17:00,9.0,1.0,,CN,CHN
113,01-25-2020,156,Mainland China,China,Hebei,1/25/20 17:00,8.0,1.0,,CN,CHN
114,01-25-2020,156,Mainland China,China,Inner Mongolia,1/25/20 17:00,7.0,,,CN,CHN
115,01-25-2020,156,Mainland China,China,Shanxi,1/25/20 17:00,6.0,,,CN,CHN
116,01-25-2020,156,Mainland China,China,Guizhou,1/25/20 17:00,4.0,,,CN,CHN
117,01-25-2020,156,Mainland China,China,Jilin,1/25/20 17:00,4.0,,,CN,CHN
118,01-25-2020,156,Mainland China,China,Gansu,1/25/20 17:00,4.0,,,CN,CHN
119,01-25-2020,156,Mainland China,China,Ningxia,1/25/20 17:00,3.0,,,CN,CHN
120,01-25-2020,156,Mainland China,China,Xinjiang,1/25/20 17:00,3.0,,,CN,CHN
121,01-25-2020,156,Mainland China,China,Qinghai,1/25/20 17:00,1.0,,,CN,CHN
122,01-26-2020,156,Mainland China,China,Hubei,1/26/20 16:00,1058.0,52.0,42.0,CN,CHN
123,01-26-2020,156,Mainland China,China,Guangdong,1/26/20 16:00,111.0,,2.0,CN,CHN
124,01-26-2020,156,Mainland China,China,Zhejiang,1/26/20 16:00,104.0,,1.0,CN,CHN
125,01-26-2020,156,Mainland China,China,Henan,1/26/20 16:00,83.0,1.0,,CN,CHN
126,01-26-2020,156,Mainland China,China,Chongqing,1/26/20 16:00,75.0,,,CN,CHN
127,01-26-2020,156,Mainland China,China,Hunan,1/26/20 16:00,69.0,,,CN,CHN
128,01-26-2020,156,Mainland China,China,Beijing,1/26/20 16:00,68.0,,2.0,CN,CHN
129,01-26-2020,156,Mainland China,China,Anhui,1/26/20 16:00,60.0,,,CN,CHN
130,01-26-2020,156,Mainland China,China,Shandong,1/26/20 16:00,46.0,,,CN,CHN
131,01-26-2020,156,Mainland China,China,Sichuan,1/26/20 16:00,44.0,,,CN,CHN
132,01-26-2020,156,Mainland China,China,Shanghai,1/26/20 16:00,40.0,1.0,1.0,CN,CHN
133,01-26-2020,156,Mainland China,China,Guangxi,1/26/20 16:00,36.0,,,CN,CHN
134,01-26-2020,156,Mainland China,China,Jiangxi,1/26/20 16:00,36.0,,,CN,CHN
135,01-26-2020,156,Mainland China,China,Fujian,1/26/20 16:00,35.0,,,CN,CHN
136,01-26-2020,156,Mainland China,China,Jiangsu,1/26/20 16:00,33.0,,1.0,CN,CHN
137,01-26-2020,156,Mainland China,China,Hainan,1/26/20 16:00,22.0,,,CN,CHN
138,01-26-2020,156,Mainland China,China,Shaanxi,1/26/20 16:00,22.0,,,CN,CHN
139,01-26-2020,156,Mainland China,China,Liaoning,1/26/20 16:00,21.0,,,CN,CHN
140,01-26-2020,156,Mainland China,China,Yunnan,1/26/20 16:00,16.0,,,CN,CHN
141,01-26-2020,156,Mainland China,China,Heilongjiang,1/26/20 16:00,15.0,1.0,,CN,CHN
142,01-26-2020,156,Mainland China,China,Tianjin,1/26/20 16:00,14.0,,,CN,CHN
143,01-26-2020,156,Mainland China,China,Hebei,1/26/20 16:00,13.0,1.0,,CN,CHN
144,01-26-2020,156,Mainland China,China,Shanxi,1/26/20 16:00,9.0,,,CN,CHN
145,01-26-2020,156,Mainland China,China,Inner Mongolia,1/26/20 16:00,7.0,,,CN,CHN
146,01-26-2020,156,Mainland China,China,Gansu,1/26/20 16:00,7.0,,,CN,CHN
147,01-26-2020,156,Mainland China,China,Guizhou,1/26/20 16:00,5.0,,,CN,CHN
148,01-26-2020,156,Mainland China,China,Ningxia,1/26/20 16:00,4.0,,,CN,CHN
149,01-26-2020,156,Mainland China,China,Jilin,1/26/20 16:00,4.0,,,CN,CHN
150,01-26-2020,156,Mainland China,China,Xinjiang,1/26/20 16:00,4.0,,,CN,CHN
151,01-26-2020,156,Mainland China,China,Qinghai,1/26/20 16:00,1.0,,,CN,CHN
152,01-27-2020,156,Mainland China,China,Hubei,1/27/20 23:59,1423.0,76.0,45.0,CN,CHN
153,01-27-2020,156,Mainland China,China,Guangdong,1/27/20 23:59,151.0,,4.0,CN,CHN
154,01-27-2020,156,Mainland China,China,Zhejiang,1/27/20 23:59,128.0,,1.0,CN,CHN
155,01-27-2020,156,Mainland China,China,Henan,1/27/20 23:59,128.0,1.0,,CN,CHN
156,01-27-2020,156,Mainland China,China,Chongqing,1/27/20 23:59,110.0,,,CN,CHN
157,01-27-2020,156,Mainland China,China,Hunan,1/27/20 23:59,100.0,,,CN,CHN
158,01-27-2020,156,Mainland China,China,Beijing,1/27/20 23:59,80.0,1.0,2.0,CN,CHN
159,01-27-2020,156,Mainland China,China,Shandong,1/27/20 23:59,75.0,,,CN,CHN
160,01-27-2020,156,Mainland China,China,Jiangxi,1/27/20 23:59,72.0,,2.0,CN,CHN
161,01-27-2020,156,Mainland China,China,Anhui,1/27/20 23:59,70.0,,,CN,CHN
162,01-27-2020,156,Mainland China,China,Sichuan,1/27/20 23:59,69.0,,,CN,CHN
163,01-27-2020,156,Mainland China,China,Fujian,1/27/20 23:59,59.0,,,CN,CHN
164,01-27-2020,156,Mainland China,China,Shanghai,1/27/20 23:59,53.0,1.0,3.0,CN,CHN
165,01-27-2020,156,Mainland China,China,Jiangsu,1/27/20 23:59,47.0,,1.0,CN,CHN
166,01-27-2020,156,Mainland China,China,Guangxi,1/27/20 23:59,46.0,,,CN,CHN
167,01-27-2020,156,Mainland China,China,Shaanxi,1/27/20 23:59,35.0,,,CN,CHN
168,01-27-2020,156,Mainland China,China,Hainan,1/27/20 23:59,33.0,1.0,,CN,CHN
169,01-27-2020,156,Mainland China,China,Liaoning,1/27/20 23:59,27.0,,,CN,CHN
170,01-27-2020,156,Mainland China,China,Yunnan,1/27/20 23:59,26.0,,,CN,CHN
171,01-27-2020,156,Mainland China,China,Tianjin,1/27/20 23:59,23.0,,,CN,CHN
172,01-27-2020,156,Mainland China,China,Heilongjiang,1/27/20 23:59,21.0,1.0,,CN,CHN
173,01-27-2020,156,Mainland China,China,Hebei,1/27/20 23:59,18.0,1.0,,CN,CHN
174,01-27-2020,156,Mainland China,China,Gansu,1/27/20 23:59,14.0,,,CN,CHN
175,01-27-2020,156,Mainland China,China,Shanxi,1/27/20 23:59,13.0,,,CN,CHN
176,01-27-2020,156,Mainland China,China,Inner Mongolia,1/27/20 23:59,11.0,,,CN,CHN
177,01-27-2020,156,Mainland China,China,Guizhou,1/27/20 23:59,7.0,,,CN,CHN
178,01-27-2020,156,Mainland China,China,Ningxia,1/27/20 23:59,7.0,,,CN,CHN
179,01-27-2020,156,Mainland China,China,Jilin,1/27/20 23:59,6.0,,,CN,CHN
180,01-27-2020,156,Mainland China,China,Qinghai,1/27/20 23:59,6.0,,,CN,CHN
181,01-27-2020,156,Mainland China,China,Xinjiang,1/27/20 23:59,5.0,,,CN,CHN
182,01-28-2020,156,Mainland China,China,Hubei,1/28/20 23:00,3554.0,125.0,80.0,CN,CHN
183,01-28-2020,156,Mainland China,China,Guangdong,1/28/20 23:00,207.0,,4.0,CN,CHN
184,01-28-2020,156,Mainland China,China,Zhejiang,1/28/20 23:00,173.0,,3.0,CN,CHN
185,01-28-2020,156,Mainland China,China,Henan,1/28/20 23:00,168.0,1.0,,CN,CHN
186,01-28-2020,156,Mainland China,China,Hunan,1/28/20 23:00,143.0,,,CN,CHN
187,01-28-2020,156,Mainland China,China,Chongqing,1/28/20 23:00,132.0,,,CN,CHN
188,01-28-2020,156,Mainland China,China,Jiangxi,1/28/20 23:00,109.0,,3.0,CN,CHN
189,01-28-2020,156,Mainland China,China,Anhui,1/28/20 23:00,106.0,,,CN,CHN
190,01-28-2020,156,Mainland China,China,Shandong,1/28/20 23:00,95.0,,,CN,CHN
191,01-28-2020,156,Mainland China,China,Beijing,1/28/20 23:00,91.0,1.0,4.0,CN,CHN
192,01-28-2020,156,Mainland China,China,Sichuan,1/28/20 23:00,90.0,,,CN,CHN
193,01-28-2020,156,Mainland China,China,Fujian,1/28/20 23:00,80.0,,,CN,CHN
194,01-28-2020,156,Mainland China,China,Jiangsu,1/28/20 23:00,70.0,,1.0,CN,CHN
195,01-28-2020,156,Mainland China,China,Shanghai,1/28/20 23:00,66.0,1.0,4.0,CN,CHN
196,01-28-2020,156,Mainland China,China,Guangxi,1/28/20 23:00,51.0,,2.0,CN,CHN
197,01-28-2020,156,Mainland China,China,Shaanxi,1/28/20 23:00,46.0,,,CN,CHN
198,01-28-2020,156,Mainland China,China,Yunnan,1/28/20 23:00,44.0,,,CN,CHN
199,01-28-2020,156,Mainland China,China,Hainan,1/28/20 23:00,40.0,1.0,,CN,CHN
200,01-28-2020,156,Mainland China,China,Liaoning,1/28/20 23:00,34.0,,,CN,CHN
201,01-28-2020,156,Mainland China,China,Hebei,1/28/20 23:00,33.0,1.0,,CN,CHN
202,01-28-2020,156,Mainland China,China,Heilongjiang,1/28/20 23:00,33.0,1.0,,CN,CHN
203,01-28-2020,156,Mainland China,China,Shanxi,1/28/20 23:00,27.0,,,CN,CHN
204,01-28-2020,156,Mainland China,China,Tianjin,1/28/20 23:00,24.0,,,CN,CHN
205,01-28-2020,156,Mainland China,China,Gansu,1/28/20 23:00,19.0,,,CN,CHN
206,01-28-2020,156,Mainland China,China,Inner Mongolia,1/28/20 23:00,15.0,,,CN,CHN
207,01-28-2020,156,Mainland China,China,Ningxia,1/28/20 23:00,11.0,,,CN,CHN
208,01-28-2020,156,Mainland China,China,Xinjiang,1/28/20 23:00,10.0,,,CN,CHN
209,01-28-2020,156,Mainland China,China,Guizhou,1/28/20 23:00,9.0,,,CN,CHN
210,01-28-2020,156,Mainland China,China,Jilin,1/28/20 23:00,8.0,,,CN,CHN
211,01-28-2020,156,Mainland China,China,Qinghai,1/28/20 23:00,6.0,,,CN,CHN
212,01-29-2020,156,Mainland China,China,Hubei,1/29/20 19:30,3554.0,125.0,88.0,CN,CHN
213,01-29-2020,156,Mainland China,China,Zhejiang,1/29/20 19:30,296.0,,3.0,CN,CHN
214,01-29-2020,156,Mainland China,China,Guangdong,1/29/20 19:30,277.0,,5.0,CN,CHN
215,01-29-2020,156,Mainland China,China,Hunan,1/29/20 19:30,221.0,,,CN,CHN
216,01-29-2020,156,Mainland China,China,Henan,1/29/20 19:30,206.0,2.0,1.0,CN,CHN
217,01-29-2020,156,Mainland China,China,Anhui,1/29/20 19:30,152.0,,2.0,CN,CHN
218,01-29-2020,156,Mainland China,China,Chongqing,1/29/20 19:30,147.0,,1.0,CN,CHN
219,01-29-2020,156,Mainland China,China,Shandong,1/29/20 19:30,130.0,,1.0,CN,CHN
220,01-29-2020,156,Mainland China,China,Beijing,1/29/20 19:30,111.0,1.0,4.0,CN,CHN
221,01-29-2020,156,Mainland China,China,Jiangxi,1/29/20 19:30,109.0,,3.0,CN,CHN
222,01-29-2020,156,Mainland China,China,Sichuan,1/29/20 19:30,108.0,1.0,1.0,CN,CHN
223,01-29-2020,156,Mainland China,China,Jiangsu,1/29/20 19:30,99.0,,1.0,CN,CHN
224,01-29-2020,156,Mainland China,China,Shanghai,1/29/20 19:30,96.0,1.0,5.0,CN,CHN
225,01-29-2020,156,Mainland China,China,Fujian,1/29/20 19:30,84.0,,,CN,CHN
226,01-29-2020,156,Mainland China,China,Guangxi,1/29/20 19:30,58.0,,2.0,CN,CHN
227,01-29-2020,156,Mainland China,China,Shaanxi,1/29/20 19:30,56.0,,,CN,CHN
228,01-29-2020,156,Mainland China,China,Yunnan,1/29/20 19:30,55.0,,,CN,CHN
229,01-29-2020,156,Mainland China,China,Hebei,1/29/20 19:30,48.0,1.0,,CN,CHN
230,01-29-2020,156,Mainland China,China,Hainan,1/29/20 19:30,43.0,1.0,,CN,CHN
231,01-29-2020,156,Mainland China,China,Liaoning,1/29/20 19:30,39.0,,1.0,CN,CHN
232,01-29-2020,156,Mainland China,China,Heilongjiang,1/29/20 19:30,38.0,1.0,,CN,CHN
233,01-29-2020,156,Mainland China,China,Tianjin,1/29/20 19:30,27.0,,,CN,CHN
234,01-29-2020,156,Mainland China,China,Shanxi,1/29/20 19:30,27.0,,1.0,CN,CHN
235,01-29-2020,156,Mainland China,China,Gansu,1/29/20 19:30,24.0,,,CN,CHN
236,01-29-2020,156,Mainland China,China,Inner Mongolia,1/29/20 19:30,16.0,,,CN,CHN
237,01-29-2020,156,Mainland China,China,Xinjiang,1/29/20 19:30,13.0,,,CN,CHN
238,01-29-2020,156,Mainland China,China,Ningxia,1/29/20 19:30,12.0,,,CN,CHN
239,01-29-2020,156,Mainland China,China,Guizhou,1/29/20 19:30,9.0,,1.0,CN,CHN
240,01-29-2020,156,Mainland China,China,Jilin,1/29/20 19:30,9.0,,,CN,CHN
241,01-29-2020,156,Mainland China,China,Qinghai,1/29/20 19:30,6.0,,,CN,CHN
242,01-30-2020,156,Mainland China,China,Hubei,1/30/20 16:00,4903.0,162.0,90.0,CN,CHN
243,01-30-2020,156,Mainland China,China,Zhejiang,1/30/20 16:00,428.0,,4.0,CN,CHN
244,01-30-2020,156,Mainland China,China,Guangdong,1/30/20 16:00,354.0,,10.0,CN,CHN
245,01-30-2020,156,Mainland China,China,Henan,1/30/20 16:00,278.0,2.0,2.0,CN,CHN
246,01-30-2020,156,Mainland China,China,Hunan,1/30/20 16:00,277.0,,2.0,CN,CHN
247,01-30-2020,156,Mainland China,China,Anhui,1/30/20 16:00,200.0,,2.0,CN,CHN
248,01-30-2020,156,Mainland China,China,Chongqing,1/30/20 16:00,182.0,,1.0,CN,CHN
249,01-30-2020,156,Mainland China,China,Jiangxi,1/30/20 16:00,162.0,,5.0,CN,CHN
250,01-30-2020,156,Mainland China,China,Shandong,1/30/20 16:00,158.0,,1.0,CN,CHN
251,01-30-2020,156,Mainland China,China,Sichuan,1/30/20 16:00,142.0,1.0,1.0,CN,CHN
252,01-30-2020,156,Mainland China,China,Jiangsu,1/30/20 16:00,129.0,,1.0,CN,CHN
253,01-30-2020,156,Mainland China,China,Beijing,1/30/20 16:00,114.0,1.0,4.0,CN,CHN
254,01-30-2020,156,Mainland China,China,Shanghai,1/30/20 16:00,112.0,1.0,5.0,CN,CHN
255,01-30-2020,156,Mainland China,China,Fujian,1/30/20 16:00,101.0,,,CN,CHN
256,01-30-2020,156,Mainland China,China,Guangxi,1/30/20 16:00,78.0,,2.0,CN,CHN
257,01-30-2020,156,Mainland China,China,Yunnan,1/30/20 16:00,70.0,,,CN,CHN
258,01-30-2020,156,Mainland China,China,Hebei,1/30/20 16:00,65.0,1.0,,CN,CHN
259,01-30-2020,156,Mainland China,China,Shaanxi,1/30/20 16:00,63.0,,,CN,CHN
260,01-30-2020,156,Mainland China,China,Hainan,1/30/20 16:00,46.0,1.0,1.0,CN,CHN
261,01-30-2020,156,Mainland China,China,Heilongjiang,1/30/20 16:00,44.0,2.0,,CN,CHN
262,01-30-2020,156,Mainland China,China,Liaoning,1/30/20 16:00,41.0,,1.0,CN,CHN
263,01-30-2020,156,Mainland China,China,Shanxi,1/30/20 16:00,35.0,,1.0,CN,CHN
264,01-30-2020,156,Mainland China,China,Tianjin,1/30/20 16:00,31.0,,,CN,CHN
265,01-30-2020,156,Mainland China,China,Gansu,1/30/20 16:00,26.0,,,CN,CHN
266,01-30-2020,156,Mainland China,China,Inner Mongolia,1/30/20 16:00,19.0,,,CN,CHN
267,01-30-2020,156,Mainland China,China,Ningxia,1/30/20 16:00,17.0,,,CN,CHN
268,01-30-2020,156,Mainland China,China,Jilin,1/30/20 16:00,14.0,,1.0,CN,CHN
269,01-30-2020,156,Mainland China,China,Xinjiang,1/30/20 16:00,14.0,,,CN,CHN
270,01-30-2020,156,Mainland China,China,Guizhou,1/30/20 16:00,12.0,,1.0,CN,CHN
271,01-30-2020,156,Mainland China,China,Qinghai,1/30/20 16:00,8.0,,,CN,CHN
272,01-30-2020,156,Mainland China,China,Tibet,1/30/20 16:00,1.0,,,CN,CHN
273,01-31-2020,156,Mainland China,China,Hubei,1/31/2020 23:59,5806.0,204.0,141.0,CN,CHN
274,01-31-2020,156,Mainland China,China,Zhejiang,1/31/2020 23:59,538.0,,14.0,CN,CHN
275,01-31-2020,156,Mainland China,China,Guangdong,1/31/2020 23:59,436.0,,11.0,CN,CHN
276,01-31-2020,156,Mainland China,China,Henan,1/31/2020 23:59,352.0,2.0,3.0,CN,CHN
277,01-31-2020,156,Mainland China,China,Hunan,1/31/2020 23:59,332.0,,2.0,CN,CHN
278,01-31-2020,156,Mainland China,China,Jiangxi,1/31/2020 23:59,240.0,,7.0,CN,CHN
279,01-31-2020,156,Mainland China,China,Anhui,1/31/2020 23:59,237.0,,3.0,CN,CHN
280,01-31-2020,156,Mainland China,China,Chongqing,1/31/2020 23:59,211.0,,1.0,CN,CHN
281,01-31-2020,156,Mainland China,China,Shandong,1/31/2020 23:59,184.0,,2.0,CN,CHN
